Item Number,product,brand,new_price,old_price,num_reviews,rating,recommand,key_benefit,Weight,Food Form,Lifestage,Food Texture,Special Diet,Packaging Type
87875,Whole Earth Farms Grain-Free Real Salmon Pate Recipe Canned Cat Food,Whole Earth Farms,23.76,0.0,26,4.1,88,"Real salmon is the very first ingredient, along with chicken liver and dried egg product, as well as wholesome veggies in a savory pate.,Grain-free recipe is ideally suited for the cat with food allergies or other food sensitivities; added taurine supports normal digestion, strong eyesight and a healthy heart.,Complete and balanced nutrition can be served as a full meal or a delicious topper over dry kibble to add delicious variety to her diet.,Contains no corn, wheat, soy or poultry by-products, as well as no artificial colors, flavors or preservatives.,Cooked in America with the Earth’s best ingredients to ensure premium quality and safety.",,Wet Food,Adult,Pate,"No Corn No Wheat No Soy, Grain-Free",Can
93597,Almo Nature Natural Tuna & Cheese in Broth Grain-Free Canned Cat Food,Almo Nature,37.85,38.16,13,4.7,92,"Prime cuts of tuna are cooked, packaged and stored in their own broth along with high-quality cheese in order to maintain all the micronutrients your cat needs,Made with 100% natural ingredients, this delicious meal is as close as possible to the natural foods eaten by wild cats,Contains nutrients such as proteins with high biological value (typical amino acid profile of fish/meat muscle tissue), vitamins and minerals.,No fillers, thickeners, artificial additives, colorants or synthetic vitamins,Recipe variety allows you to satisfy even the most discerning cats",3.62,Wet Food,Adult,Minced,"No Corn No Wheat No Soy, Gluten Free, Grain-Free, Limited Ingredient Diet, Pea-Free",Can
182270,BFF OMG Dream Team! Chicken & Duck in Gravy Wet Canned Cat Food,BFF,11.88,16.69,3,4.3,100,"Features real cage-free chicken first, duck and a savory, whisker-licking gravy.,Loaded with plenty of moisture to help keep your kitty hydrated.,Certified by the British Retail Consortium (BRC) meeting some of the strictest standards, including those of the European Union.,100% free from grains, gluten and carrageenan.,A complete and balanced for your feline friend.",,Wet Food,Adult,Chunks in Gravy,,Can
133723,"Solid Gold Holistic Delights Creamy Bisque with Turkey & Coconut Milk Grain-Free Cat Food Pouches, 3-oz, case of 12",Solid Gold,14.28,15.48,8,3.5,62,"Holistic, grain and gluten free formula with real turkey pieces in a creamy coconut milk bisque.,Loaded with nutrient-rich veggies, taurine, vitamins and minerals for a balanced diet for adult cats, senior cats and kittens.,Coconut milk provides calcium to support strong bones plus healthy fatty acids, moisture adds a delectable way to hydrate your pal.,Your kitty will love the delectable bisque and meaty flavor as a complete meal on its own or a tasty topper for dry food.,Free from fillers like corn, wheat, gluten, soy, artificial preservatives, carrageenan and meat by-product meals.",4.5,Wet Food,Adult,Bits in Broth,"Gluten Free, Grain-Free, No Corn No Wheat No Soy",Pouch
132065,"Nutro Wild Frontier Real Turkey Recipe Pate Adult High-Protein Grain-Free Cat Food Trays, 2.65-oz, case of 24 twin-packs",Nutro,35.76,38.16,29,4.7,100,"Inspired by nature, this high-protein recipe features real turkey as the first ingredient.,Contains 24 twin-packs which gives your feline friend 48 perfectly portioned servings.,Grain-free formula is made without corn, wheat or soy—just high-quality ingredients.,No artificial colors, flavors or preservatives for a natural and delicious taste.,Nutro's dedicated team of experts tailor their formulas to your pet's life stage and health condition. They only use natural ingredients that they directly buy and can trace back to their suppliers.",3.9,Wet Food,Adult,Pate,"Grain-Free, High-Protein, No Corn No Wheat No Soy, Pea-Free",Tray
83380,"Wysong Epigen Salmon Formula Grain-Free Canned Dog Food, 12.9-oz, case of 12",Wysong,34.79,0.0,15,4.4,93,"Premium 95% meat pet foods designed to mimic the archetypal, natural eating patterns of our carnivorous companion animals,One of the few natural canned pet diets on the market that is truly genetically appropriate,Devoid of all the modern conventional pet food filler ingredients and additives, including starch ingredients,Use as a supplement to Wysong dry diets,Suitable for dogs, cats & ferrets",,Wet Food,Adult,Pate,"Grain-Free, Pea-Free",Can
115938,"Wysong Optimize Beef Heart & Liver Dog, Cat & Ferret Food Topper, 9-oz bag",Wysong,17.64,19.99,5,4.8,100,"Nutrient-rich food topper adds flavor and variety to the diet of dogs, cats and ferrets.,Substantial chunks of real meat are designed to resemble the carnivorous diets that nature intended.,Contains New Zealand green lipped mussels for amino acids and joint health and organic mushrooms to stimulate the immune system.*,DentaTreat supplement adds great taste, improves oral health* and is a source of enzymes, probiotics and other micronutrients.,Just one ounce of the topper greatly increase the protein value of any canned or dry food. Can also be fed as a standalone meal.",0.5625,Food Topping,Adult,,,
155561,"I and Love and You Feed Meow Boost Turkey Recipe Grain-Free Cat Food Topper, 3-oz pouch, case of 12",I and Love and You,16.99,0.0,2,5.0,100,"Crafted with real turkey as the #1 ingredient and a savory gravy cats love.,Packed with a boost of beneficial superfoods like pumpkin, cranberries and eggs.,Made with zero white potatoes, rice, grains, corn, wheat or soy for a delicious recipe that even cats with dietary restrictions can enjoy.,Non-GMO protein and produce for a tasty topper you can trust.,Zero fillers, by-product meals, flavors, colors, preservatives or carrageenan.",2.72,Food Topping,Adult,Chunks in Gravy,"Grain-Free, No Corn No Wheat No Soy",Pouch
71714,"Wysong Nurture Kitten Formula Dry Cat Food, 5-lb bag",Wysong,16.79,0.0,16,4.4,88,"Specifically designed to help give your young cat the robust vitality they need, this innovative recipe is 38% protein.,Contains high levels of fresh, frozen, or dried meats and organs, proteins, fat, and comprehensive levels of micronutrients and nutraceuticals that take care of their nutrition, digestion and overall health.,This dense food has a mixture of ingredients that mimics the healthy diet of a growing, hunting feline.,This all natural formula includes prebiotics, probiotics, enzymes, omega-3s, antioxidants and more for optimal health benefits.,Proudly made right here in the USA from USDA and FDA-approved domestic sources.",5.0,Dry Food,Kitten,,,
176639,"Castor & Pollux Pristine Grain-Free Cage-Free Duck Recipe Morsels in Gravy Cat Food Pouches, 3-oz, case of 24",Castor & Pollux,36.48,40.56,3,3.7,67,"Grain-free morsels in gravy in convenient single-serve pouches.,Features cage-free duck raised without antibiotics or hormones as the first ingredient.,Made with only responsibly sourced ingredients because your kitty deserves the best.,Contains no corn, soy, wheat, gluten ingredients, artificial preservatives, flavors or colors.,Made in the USA with produce grown without synthetic fertilizers and chemical pesticides.",5.78,Wet Food,Adult,Chunks in Gravy,"Grain-Free, No Corn No Wheat No Soy",Pouch
155559,"I and Love and You Feed Meow Shine Mackerel Recipe Grain-Free Cat Food Topper, 3-oz pouch, case of 12",I and Love and You,16.99,0.0,1,3.0,100,"Crafted with real mackerel as the #1 ingredient and a savory gravy cats love.,Contains natural sources of omega-3 and omega-6 fatty acids to help support healthy skin and a shiny coat.,Made with zero white potatoes, rice, grains, corn, wheat or soy for a delicious recipe that even cats with dietary restrictions can enjoy.,Non-GMO protein and produce for a tasty topper you can trust.,Zero fillers, by-product meals, flavors, colors, preservatives or carrageenan.",2.72,Food Topping,Adult,Chunks in Gravy,"Grain-Free, No Corn No Wheat No Soy",Pouch
99710,"PureBites Mixers 100% Chicken Breast & Shrimp in Water Grain-Free Cat Food Trays, 1.76-oz, case of 12",PureBites,18.19,0.0,14,3.8,64,"These convenient single-portion wet food trays are crafted with only three ingredients, 100% chicken breast, wild ocean shrimp, and water.,They're naturally grain-free, high in protein, and don't contain any corn, wheat, or soy.,Perfect for kitties who might have allergies, are on a restricted diet, or have gastrointestinal issues.,The smaller portion size only contains 27 calories per tray which means even pets who are overweight or diabetic can enjoy the taste of wild ocean shrimp and pure chicken breast.,The smaller tray size is ideal for serving as a topper, mixer or treat. They're full of moisture so it's a great way to keep your pet hydrated.",,Food Topping,Adult,Shredded,"High-Protein, Limited Ingredient Diet, Grain-Free, No Corn No Wheat No Soy, Pea-Free",Tray
59623,"Wysong Archetype Burgers Freeze-Dried Raw Dog & Cat Food, 20-oz canister",Wysong,43.39,48.69,36,4.2,81,"Raw diet made with high-quality meats,Complete with fresh meat, organs, bones, plant nutrients, collagen, proteoglycans (chondroitin, glucosamine),vitamins and chelated minerals,Contains health and immune enhancing fatty acids, including omega-3’s,Rich in proteins including amino acids such as taurine, arginine and L-carnitine,Suitable for all life stages dogs and cats!",,Freeze-Dried,Adult,,"Raw, Pea-Free",
157019,Go! Solutions Skin + Coat Care Grain-Free Salmon Recipe Dry Cat Food,Go!,15.99,0.0,5,4.2,100,"Formulated to be safe for all cats—including those with a sensitive digestive system—this protein-first kibble is grain- and gluten-free.,Includes probiotics and prebiotic fiber to encourage the growth of healthy gut bacteria and regular digestion.,Made free from by-product meals, wheat, corn or soy—common ingredients many pet parents choose to avoid.,Antioxidants from fruits and veggies help to boost pets' immune function.,Fiber-full ingredients like flaxseed provide omega-3 fatty acids and protein, too.",3.0,Dry Food,Adult,,"Indoor, No Corn No Wheat No Soy, Sensitive Digestion, Grain-Free",
165477,"Simply Nourish Essentials Salmon Recipe Adult Pate Canned Cat Food, 3-oz, case of 24",Simply Nourish,21.36,0.0,4,4.0,100,"Made with real salmon and salmon broth as the first two ingredients, for high-quality protein.,Served in a delectable pate that adds texture and flavor to your cat's day.,Featuring real, wholesome, deliberately-sourced ingredients you'll recognize.,Boosted with vitamins, minerals and taurine to keep your kitty going strong.,Formulated with absolutely no artificial flavors, colors or preservatives—and without corn, wheat or soy, too!",0.186875,Wet Food,Adult,Pate,"No Corn No Wheat No Soy, Pea-Free",Can
157508,"Evanger's Grain-Free Catch of the Day Dry Cat & Kitten Food, 4.4-lb bag",Evanger's,15.0,0.0,4,4.5,100,"Crafted with zero grains for cats with food sensitivities.,Formulated to help indoor cats maintain a healthy weight.,Tumeric helps deliver anti-inflammatory and digestive properties.,Contains prebiotics and probiotics to encourage healthy digestion.,Chelated minerals help support a healthy immune system.",4.4,Dry Food,Adult,,"Grain-Free, Flax-Free, Sensitive Digestion, Indoor, Weight Control",
182268,BFF OMG Stir It Up! Chicken & Salmon in Gravy Wet Canned Cat Food,BFF,11.88,16.69,1,5.0,100,"Features real cage-free chicken first, salmon and a savory, whisker-licking gravy.,Loaded with plenty of moisture to help keep your kitty hydrated.,Certified by the British Retail Consortium (BRC) meeting some of the strictest standards, including those of the European Union.,100% free from grains, gluten and carrageenan.,Complete and balanced for your feline friend.",,Wet Food,Adult,Chunks in Gravy,,Can
51686,"Whole Life Just One Ingredient Pure Beef Liver Freeze-Dried Dog & Cat Treats, 10-oz bag",Whole Life,17.14,26.99,15,4.1,73,"Made with real beef liver freeze-dried in small fresh batches to retain all nutrients and flavor and serves as a paw-sitively purr-fect nutritious and delicious treat for cats and dogs.,Beef liver provides a great source of protein, amino acids, iron and B-vitamins help your pal feel his best.,Single-ingredient gluten-free and grain-free recipe makes this food especially perfect for cats and dogs with food allergies and on limited ingredient diets.,100% free from any chemicals, additives and preservatives because your furry friend only deserves the best-quality natural ingredients.,Whole Life Farm-to-Friend guarantee ensures 100% traceable and verified ingredients sourced, produced and packaged in the USA.",0.63,Freeze-Dried,Adult,,"Human-Grade, Limited Ingredient Diet, Grain-Free",
