brand,info_dict,key_benefit,new_price,num_reviews,old_price,product,rating,recommand
Evanger's,"{'Item Number': '60025', 'Weight': '3\xa0ounces', 'Breed Size': 'Small Breeds, Medium Breeds, Large Breeds', 'Food Form': 'Treats, Dehydrated, Food Topping', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Gluten Free, Limited Ingredient Diet, No Corn No Wheat No Soy'}","Single ingredient beef lung is a nutrient dense treat that can be a treat, training award, food topper, or reconstituted in warm water for 3-5 minutes for a savory snack.,Grain-free, gluten-free product, endorsed by the cRc Kosher for Passover.,No additives or artificial ingredients,These treats are perfect for finicky or picky pets.,Suitable for both dogs & cats",5.82,19,8.39,"Evanger's Nothing but Natural Beef Lungs Raw Gently Dried Dog & Cat Treats, 2-oz bag",4.2,94
Solid Gold,"{'Item Number': '99382', 'Packaging Type': 'Tray', 'Food Texture': 'Pate', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'No Corn No Wheat No Soy, Gluten Free, Grain-Free'}","Holistic formula with high-protein chicken liver in a lip-smacking and filling mousse made with wholesome goat milk.,It’s the protein-centered diet that cats and kittens love, and the juicy mousse is perfect for finicky eaters.,Provides all the essential amino acids, minerals, vitamins, antioxidants and taurine your kitty needs for overall health.,The goat milk is a great source of easy-to-digest nutrients and helps provide much-needed daily hydration.,Comes in easy-to-open, perfect-portion cups that can be fed on their own or mixed into dry food, and contain no gluten or grains.",8.34,17,8.94,"Solid Gold Purrfect Pairings Savory Mousse with Chicken Liver & Goat Milk Grain-Free Cat Food Cups, 2.75-oz, case of 6",3.4,50
Merrick,"{'Item Number': '176581', 'Weight': '12.0\xa0pounds', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy'}","Grain-free diet with natural fiber sources to help control hairballs.,Rich in protein and features deboned chicken as the first ingredient.,Contains omega 6 and 3 fatty acids to nourish your kitty’s skin and fur.,Includes antioxidants to help support a healthy immune system.,Cooked in the USA with no corn, wheat or soy for a meal you can trust.",36.99,11,0,Merrick Purrfect Bistro Complete Care Grain-Free Hairball Control Chicken & Sweet Potato Recipe Dry Cat Food,3.8,91
Go!,"{'Item Number': '55383', 'Weight': '4.0\xa0pounds', 'Brand': 'Petcurean', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'No Corn No Wheat No Soy, Gluten Free, Grain-Free, Sensitive Digestion'}","Alternative animal protein formula addresses food sensitivities with protein-rich trout and salmon as the top ingredients.,Formulated by PhD pet nutritionists to provide a complete and balanced diet for cats, with targeted blend of vitamins, minerals and taurine.,Packed with antioxidants for immune health and omega-3 fatty acids to support a healthy and lustrous skin and coat.,Includes prebiotic fibers to promote healthy digestion, and superfoods like blueberries, broccoli, spinach, blackberries and alfalfa for antioxidant support.,Zero grains, beef, wheat, corn, soy, by-product meals, added growth hormones or artificial preservatives.",24.2,38,24.99,Go! Sensitivity + Shine Grain-Free Freshwater Trout & Salmon Recipe Dry Cat Food,4.1,78
Purina Muse,"{'Item Number': '155697', 'Weight': '3.5\xa0pounds', 'Brand': 'Purina', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Gluten Free, No Corn No Wheat No Soy'}","Real salmon is the first ingredient in this healthful recipe that's sure to tempt your cat.,This wholesome recipe is grain-free and gluten-free, making it safe for cats with sensitivities or allergies.,Kibble is combined with tender, meaty bites to create a unique texture your kitty will love sinking her teeth into.,Made without artificial flavors, colors or preservatives and without poultry by-product meals or fillers—so you know this food is packed with ingredients your cat needs.,Meaty chicken and salmon pieces are slow-cooked to intensify flavor and maintain moisture, creating a delectable bite your cat will love.",17.99,95,19.99,Purina Muse MasterPieces Natural Salmon & Chicken Recipe Dry Cat Food,4.7,96
Solid Gold,"{'Item Number': '99370', 'Packaging Type': 'Pouch', 'Food Texture': 'Bits in Broth', 'Food Form': 'Food Topping, Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Gluten Free, Grain-Free, No Corn No Wheat No Soy'}","Holistic formula with high-protein salmon in a paw-licking and filling bisque made with wholesome coconut milk.,It’s the protein-centered diet that cats and kittens love, and the juicy bisque is perfect for finicky eaters.,Provides all the essential amino acids, minerals, vitamins, antioxidants and taurine your kitty needs for overall health.,The coconut milk is a great source of easy-to-digest calcium and helps provide much-needed daily hydration.,Comes in easy-to-open, perfect-portion pouches that can be fed on their own or mixed with dry food, and contain no gluten or grains.",14.28,19,15.48,"Solid Gold Holistic Delights Creamy Bisque with Salmon & Coconut Milk Grain-Free Cat Food Pouches, 3-oz, case of 12",3.8,79
Wysong,"{'Item Number': '73683', 'Breed Size': 'Small Breeds, Medium Breeds, Large Breeds', 'Food Form': 'Treats, Freeze-Dried', 'Lifestage': 'Adult', 'Small Pet Type': 'Ferret', 'Special Diet': 'Raw'}","Only high-quality meats are used that are rich in proteins and amino acids,All natural and holistic for a healthy reward that can be given daily,Does not contain any starch or sugar which contribute to obesity,No artificial additives or flavors,The perfect treat for all life stages",12.06,29,12.59,"Wysong Dream Rabbit Freeze-Dried Raw Dog & Cat Treats, 4.9-oz bag",4.3,86
Simply Nourish,"{'Item Number': '172752', 'Weight': '12.0\xa0pounds', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'Indoor, No Corn No Wheat No Soy, Pea-Free'}","Protein-rich kitty kibble, made with real deboned turkey to support your pal’s healthy heart and muscles.,Crafted with fruits and vegetables for a superfood blend that delivers the essential nutrients, omega-3 fatty acids and antioxidants your cat deserves.,Tomato pomace supports your feline’s immunity and provides an excellent source of soluble fiber to encourage healthy digestion.,Designed to provide complete and balanced nutrition for adult indoor cats to support their overall health.,Proudly made in the USA with no corn, wheat or soy for adult indoor cats.",29.99,4,31.99,"Simply Nourish Indoor Turkey & Oatmeal Recipe Adult Dry Cat Food, 12-lb bag",4.5,100
Instinct,"{'Item Number': '143187', 'Weight': '5.44\xa0pounds', 'Packaging Type': 'Pouch', 'Brand': ""Nature's Variety"", 'Food Form': 'Food Topping', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, High-Protein, No Corn No Wheat No Soy'}","Protein-packed meal enhancer recipe starts with cage-free chicken and packs 90% protein from chicken, liver and eggs.,Adds protein, variety, and mealtime excitement as a kibble mixer or topper that’s packed with real animal protein.,Even picky eaters love the delicious cuts of real meat in savory gravy, and it comes in an easy-to-serve, perfect portion pouch.,Made free of any grain, corn, wheat, soy, potato, carrageenan, artificial colors or preservatives.,Real gravy adds healthy hydration to daily meals, and is made in the USA with the finest ingredients from around the world.",26.13,4,0,"Instinct by Nature's Variety Ultimate Protein Grain-Free Cage-Free Chicken Recipe Wet Cat Food Topper, 3-oz pouch, case of 24",3.2,50
Wysong,"{'Item Number': '73681', 'Breed Size': 'Small Breeds, Medium Breeds, Large Breeds', 'Food Form': 'Treats, Freeze-Dried', 'Lifestage': 'Adult', 'Small Pet Type': 'Ferret', 'Special Diet': 'Raw'}","Only high-quality meats are used that are rich in proteins and amino acids,All natural and holistic for a healthy reward that can be given daily,Does not contain any starch or sugar which contribute to obesity,No artificial additives or flavors,The perfect treat for all life stages",12.49,24,12.59,"Wysong Dream Quail Freeze-Dried Raw Dog & Cat Treats, 4.9-oz bag",4.2,74
VICTOR,"{'Item Number': '107352', 'Packaging Type': 'Can', 'Food Texture': 'Shredded', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'No Corn No Wheat No Soy, Gluten Free, Grain-Free, Pea-Free'}","Moisture-rich meal helps add healthy hydration to your cat’s diet.,Highly palatable—even the pickiest kitties will love the flavor and texture of this tasty recipe.,Encourages healthy digestion, bowel function and muscle health.,Packed with vitamins, minerals, amino acids, essential fatty acids and protein.,100% free of flavors, colors and preservatives.",30.99,15,0,"VICTOR Shredded Chicken Dinner Cuts in Gravy Grain-Free Canned Cat Food, 5.5-oz, case of 24",3.5,73
Adirondack,"{'Item Number': '88088', 'Weight': '13.22\xa0pounds', 'Brand': 'Blackwood', 'Food Form': 'Dry Food', 'Lifestage': 'Adult', 'Special Diet': 'No Corn No Wheat No Soy, Pea-Free'}","Premium-quality, all-natural food delivers peak performance for cats of all life stages with 30% protein.,Enhanced with essential vitamins, minerals and nutrients for complete and balanced nutrition.,Added probiotics help support maximum nutrient absorption and digestive health; taurine supports strong vision and healthy heart function.,Omega-3 and 6 fatty acids from menhaden fish oil and flaxseed support healthy skin and smooth, lustrous coat.,Made in the USA without the use of corn, wheat or soy, and no artificial colors, flavors or preservatives.",26.99,20,29.99,Adirondack Adult Recipe Dry Cat Food,4.0,75
Merrick,"{'Item Number': '176657', 'Packaging Type': 'Pouch', 'Food Texture': 'Chunks in Gravy', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy, Pea-Free'}","Features real, deboned chicken as the first ingredient.,The gravy provides your cat with 25% of her daily water intake.,Serves as a tasty grain-free snack.,Purr-fectly suitable for both indoor and outdoor cats.,Safely cooked in the USA.",30.02,2,33.36,"Merrick Purrfect Bistro Bon Appetits Grain-Free Chicken Recipe Chunks in Gravy Adult Cat Food Pouches, 3-oz, case of 24",4.5,100
Dave's Pet Food,"{'Item Number': '66695', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Gluten Free, Pea-Free'}","Grain-free wet food is made with tuna as the first ingredient for animal sourced protein to support healthy muscles.,Packed with essential vitamins and minerals for overall health, and taurine to support healthy eyes and a healthy heart.,Contains omega-3 and 6 fatty acids to nourish skin and fur, with zero grains, wheat or wheat gluten so it’s great for kitties with sensitivities or food allergies.,Supports digestive and urinary health by providing adequate hydration from tasty broth-based gravy.,Provides a complete and balanced diet for all breeds, on its own or as a tasty kibble topper.",28.56,23,30.99,Dave's Pet Food Naturally Healthy Grain-Free Tuna Entree in Gravy Canned Cat Food,4.0,74
Weruva,"{'Item Number': '76846', 'Packaging Type': 'Can', 'Food Texture': 'Chunks in Gravy', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Gluten Free, Pea-Free, Non-GMO'}","Made with delicious and flaky basa fish as the first ingredient so it’s high in protein sourced from real meat.,Formulated to satisfy a carnivore’s cravings for animal protein, with enticing gravy in every gourmet recipe.,Provides a balanced blend of amino acids, vitamins, minerals and taurine for heart and vision health.,Broth-based gravy makes it appealing to picky eaters, and provides adequate hydration to support overall well-being.,100% grain-free, carrageenan-free, complete and balanced meal in every can, with zero GMOs or MSG.",39.99,19,42.99,Weruva Truluxe Meow Me A River with Basa in Gravy Grain-Free Canned Cat Food,3.6,68
Almo Nature,"{'Item Number': '93552', 'Weight': '3.63\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Minced', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Gluten Free, Grain-Free, No Corn No Wheat No Soy, Limited Ingredient Diet, Pea-Free'}","Prime cuts of real chicken are cooked, packaged and stored in their own broth in order to maintain all the micronutrients your cat needs,Made with 100% natural ingredients, this delicious meal is as close as possible to the natural foods eaten by wild cats.,No fillers, thickeners, artificial additives, colorants or synthetic vitamins.,Highly palatable recipe allows you to satisfy even the most picky cats.,Fully rotational, supplemental natural diet for your beloved cat.",30.35,8,38.16,Almo Nature Natural Chicken Drumstick in Broth Grain-Free Canned Cat Food,3.8,75
Dave's Pet Food,"{'Item Number': '66756', 'Packaging Type': 'Can', 'Food Texture': 'Chunks in Gravy', 'Food Form': 'Wet Food', 'Lifestage': 'Adult', 'Special Diet': 'Grain-Free, Gluten Free, Pea-Free'}","Grain-free wet food is made with tuna and mackerel as the top ingredients for animal sourced protein to support healthy muscles.,Packed with essential vitamins and minerals for overall health, and taurine to support healthy eyes and a healthy heart.,Contains omega-3 and 6 fatty acids to nourish skin and fur, with zero grains, wheat or wheat gluten so it’s great for kitties with sensitivities or food allergies.,Supports digestive and urinary health by providing adequate hydration from tasty broth-based gravy.,Provides a complete and balanced diet for all breeds, on its own or as a tasty kibble topper.",28.56,13,30.99,"Dave's Pet Food Naturally Healthy Grain-Free Grilled Tuna & Mackerel Dinner in Gravy Canned Cat Food, 5.5-oz, case of 24",3.8,69
